Jokes,Offensive,Explicit
"I had a look right at the moment when my wife was giving birth and it reminded me of my favourite bar burning down... It could be rebuilt but it would never be the same dark, cozy little drinking hole it once was.",1,no
"A biology teacher asked: ""What was the power house of the cell"". Tyrone wasn't the right answer aparently.",1,no
"So as an Aussie is asked by an American: ""where isn't there something trying to kill you"" The Aussie looks them in the eye and tell them ""school""",1,yes
Who has been the most helpful teacher in history? Hitler; he helped 6 million Jews to concentrate.,1,yes
"When I was young, my mum used to put food on a spoon and say, ""There's a train coming. There's a train coming."" We'd always eat it because we knew that if we didn't she wouldn't untie us from the railway line.",1,no
My niece wanted to learn to play the recorder. I started by teaching her blowing techniques.,1,no
My new girlfriend thinks I am a weirdo and a stalker. Well she is not my girlfriend just yet.,1,no
"I discovered that answering the door naked helps deter trick or treaters. Oh, here we go again, here's two dressed as policemen!",1,yes
How do you get rid of a paedophile stalking you? Grow up.,1,yes
What do my gardening tools and my girlfriend have in common? Both hoes get thrown in the garage when I'm done with them.,1,yes
"Wales announces new tourism slogan. Wales.  Where the men are men, and the sheep are nervous.",1,no
"My dad and I use play a game when i was younger He never gave it a name, so i called it dodge the beer bottle.",1,no
"My overweight son just unplugged the toaster and took it in the bathroom with him. ""Oh you're gonna eat in there too you fattie?"" I shouted.",1,yes
What do a pimp and a real estate agent have in common. They both own property.,1,yes
You know which memories are my favorite from church camp? The repressed ones.,1,no
"A girl in Syria went to a party, She had a blast. Guys were having a tough time picking her up. ",1,no
Most Asians are single.. because they barely see other people.,1,no
"A fairy, a unicorn, a good Mexican and a bad Mexican found a treasure chest. Who will take it ? The bad Mexican, as the others don't exist.",1,no
Football is a type of sport that most white people watch. Like most things. The White watch and the Black work.,1,no
Why didn't anyone want to play with the disabled kid? He was a real downer.,1,no
"You see black person on the other side of the lake through telescope, what do you feel after that? Recoil.",1,no
"My priest told me he was very interested in hearing about the abuse I suffered as a boy. Now I feel blessed after receiving his holy water, although its a bit sticky.",1,no
Why does the shower get so horny when you shower? Every naked person turns it on.,1,yes
What do you call a floating dog? A good buoy.,0,no
A Man walks into a Tavern....ohh you probably won't get this. It's an Inn joke.,0,no
Why cant geologists be good comedians? Their jokes are rocky from the start!,0,no
I've heard complaints about halal meat - they want it to be slaughtered the American way But what are the odds of a cow attending high school and getting shot by its classmates?,1,yes
"Do you take pride from your work? Yes, but my co-workers always seem to send out an Amber alert.",1,no
There are two types of hoes. The object and then the garden tool.,1,yes
Where do intergalactic keyboards go to drink?  Space Bars.,0,no
Why should you go dungeoneering before fighting a thai person? You'll need the immunity to traps. ,1,no
"I bought a universal remote today.  I was disappointed to find out that it does not, in fact, control the universe. Not even remotely.",0,no
What's common between archery and domestic violence? Hits and Missus.,1,yes
"I've just been outside, watching two silkworms race each other up a leaf. It ended in a tie.",0,no
"Once again I've entered the annual tightest hat competition in our town, this year I'm just hoping.. .. that I can pull it off.",0,no
Did you hear about the haunted house shortage? Many people have run out of them.,0,no
My friends threw me a housewarming party in my newly finished igloo last night.  Now Im homeless.,0,no
My Father-in-Law owned a bar There was a sign on the door reading ID required. I most always entered and asked if an ego was needed too. No one ever laughed.,0,no
A forest was cut down for a furniture company. A lot of those trees are just shelves of their former selves.,0,no
My professor of English as a second language told me that I needed to learn the two most important English words that would help me to open many doors: Push and Pull.,0,no
Dildos should not be used by woman. They are not dishwasher safe.,1,yes
How do you put a baby spaceship to sleep? You rocket.,0,no
"I had to go see the Doctor because there was carrots in my ears, and broccoli stuck up my nose. She took one look at me and said.. ..I can tell right away you're not eating right.",0,no
What kind of cheese is made backwards? Edam.,0,no
Why arent there any running jokes about snakes? Maybe because it doesnt have legs.,0,no
"I accidentally glued myself to my autobiography, but nobody seems to believe me... But thats my story, and I'm sticking to it!",0,no
Told the guy in the computer shop that I wanted a hard drive. He said I should try when it's icy on the roads.,0,no
"Without telling anyone, I swapped our double bed for a trampoline.. ..my Wife hit the roof !!",1,no
True house cleaners aren't just born... They're maid.,0,no
"It's pretty obvious, that if you run in front of a moving car, you will get tired. But if you run behind it.. ..do you just get exhausted ?",0,no
Went shopping for cherries and a microphone the other day. Bought a bing. Bought a boom.,0,no
I dont like spending to much time with my girlfriends family. Because her husband is getting suspicious.,1,no
Im dealing with a sexual assault lawsuit. Im so confused because corpses cant say no.,1,yes
How warm is a janitor's closet? Broom temperature.,0,no
"I've heard so much about the ""Eye Of The Tiger"" but how come no one talks about... ...the other four letters?",0,no
How does wearing your underwear as socks make you a winner? Your undie feated!,0,no
A child walked into my bar today.. Good. My blindfold is working perfectly.,1,no
What do Duracell and I have in common? We both last long once the light goes out.,1,no
What's the difference between a perfume shop and a school? You won't get arrested for spraying inside a perfume shop.,1,no
"Do you remember when you were a kid and whenever you cried, your parents would say, Ill give you a reason to cry!?"" I always thought they were going to hit me, not that they were going to destroy the housing market 20 years later.",0,no
I don't want my wife any longer.  Her height is perfect.,0,no
What was Frank Sinatra's last big hit? His wife.,1,no
"Do you know sign language? You should learn it, its pretty handy.",0,no
What kind of cats like to go bowling? Alley cats.,0,no
"Aviici: ""wake me up when it's all over"". We can't do that now, can we?",1,no
"They say you're as old as you feel.. Lately I've been feeling 4, 9 and 12.",1,no
When were women first allowed to see combat? When their husbands started drinking.,1,no
What classical composer do serial killers love the most? Chopin.,1,yes
White people play wheres Waldo. Black people play wheres daddy.,1,no
I wasn't going to get a brain transplant.... But then I changed my mind!,0,no
Where does Michael Phelps like to drink. He likes to drink at a dive bar.,0,no
A woman asked me what a creampie was I made sure to fill her in.,1,no
"Did you know you can't run through a campground? You can only ran, because it's past tents.",0,no
What's the worse thing about turning 16? Dad loses interest.,1,no
Why can't we make blacks as a gender? Because it just wouldn't work.,1,no
"""Oh my god there should be a law against sex this great"" Her: ""I think there is dad""",1,yes
How do construction workers party? They raise the roof.,0,no
How does an analog and digital clock spend a saturday night? They watch a movie.,0,no
What word in the dictionary is spelled incorrectly? Incorrectly.,0,no
Why are electricians the best journalists? They are always working on current events. ,0,no
Then there's that secret joke about the germ. Please don't spread it around.,0,no
What can you serve but not eat? Divorce papers.,0,no
Im a big fan of whiteboards... I find them quite re-markable.,0,no
So I was playing an FPS with my friends at school. Turns out you're supposed to use a computer.,1,no
2 twins chilling in class Then the quiet kid throws a paper aeroplane at them.,1,no
Why did the statistics professor refuse to use wifi? Because he loves data!,0,no
Went to a cinema in Kenya. I thought i was alone until a funny bit. ,1,no
"4, 6 and 8 and 9 have all been murdered... 2, 3, 5, and 7 are the prime suspects.",0,no
What do you call your home under the full moon? A warehouse!,0,no
Every year tampon companies give away defective tampons..No string attached.,0,no
What's the American national sport? Dodging bullets.,1,no
They say that the people on top usually have it the best... Tell that to the people on 9/11.,1,no
What do my anus and real estate have in common? my uncle likes to invest in them!,1,yes
"I'm a great magician Not only will I make your period disappear for 9 months, I'll disappear too!",1,no
What is the best thing about being a male nurse? Being in the same room as the unconscious women.,1,no
Whats the difference between a poor country and a rich one? The amount of colored people in it.,1,no
do you believe in love at first sight? No cause then how would blind people fall in love. ,1,no
Is Siri male or female? Female because you always have to tell her twice. ,1,no
Whats my girlfriends bra size? Well find out in 15 years.,1,no
On what basis that fertilization of the sperm and egg occur ? First cum first serve basis.,1,yes
Whats a rich persons favorite type of milk? 0.01,0,no
What's the most common order in a school cafeteria? Open fire.,1,no
"Grandpa sucked at charades. He tried to act out a heart attack, but ended up having one instead.",1,no
Why is there no dog breed called north korean shepherd? They ate them all.,1,no
Why doesn't NASA have any competitors? Because they destroyed their last challenger.,0,no
"Turns out my priest is into sayings He calls himself ""good things"" and calls me ""small packages"".",1,no
"The U.S. Mens Curling Team won the Gold, that’s the only time men hold brooms.",1,no
"How do you comfort a mentally ill child? ""Don't let an extra chromosome get you Down!""",1,no
What do short people in Minnesota like to drink? A Mini-soda.,0,no
I wanna be 8 again.... So I can love people of my own age.,1,no
The word queue is ironic. It's just q with a bunch of silent letters waiting in line.,0,no
How did the Grand Canyon get there? Two Jews dropped a quarter down a gopher hole.,1,no
Why is it hard to read a crowd of chemists? They have a lot of mixed reactions.,0,no
What is blue and has black spots? The mediterranean sea.,1,no
What did the sun say to the black hole? You suck.,0,no
What's similar between a gay man and an atom bomb? They both make men explode!,1,yes
"My mind is like Mt. Everest.. Cold, and full of trash.",0,no
What happens when you confuse lubricant and plastic glue? Your action figures fall apart.,0,no
Why are leopards no good at playing hide and seek? Because they're always spotted.,0,no
"My mom asked me if I helped my uncle jack off our horse I said mom, your brothers name is Kevin.",1,yes
What's the prefered font by Muslims? Impact.,1,no
They called for help so I came. Nothing gets me more excited than women screaming desperately,1,no
I haven't jerked off in almost a month  I guess you can say I haven't been feeling myself lately,1,yes
People Are Like Bread The burnt ones are put in the trash.,1,no
What do you do after having the best sex of your life ? Leave the McDonald's playplace.,1,no
What's the difference between me and this girl I'm sleeping with? I'm breathing,1,no
I told a girl she drew her eyebrows too high. She seemed surprised.,0,no
You look much better in person Than through my telescope.,1,no
I wanted to become a professional roller-blader. A pizza slicer just wasnt gonna cut it.,0,no
I'm so excited. My girlfriend and I took the next step in our relationship last night. She went from the being the girl in my binoculars to the girl in my basement.,1,no
Why was the DJ banned from the supermarket? He was stealing all the samples!,0,no
"A man was asked about his education, to which he responded I went to a college up north. I have a major in Pediatrics and a minor in my basement.",1,no
What does the H in women stand for? Humor.,1,no
How did the pilot like his hotdog? Plane.,0,no
Why was Cinderella banned from playing sports? Because she always ran away from the ball.,0,no
"I went to the nightclub yesterday! They played the Twist, so I did the Twist.They played the Cha-Cha Slide, so I did the Cha-Cha Slide.They played Come On Eileen. I'm banned from that nightclub, and I got a restraining order. They really sent mixed signals.",1,no
"Beard trimming is banned by the bible Which is odd, seeing as priests are so keen on grooming.",1,no
My son got his minecraft account banned. Apparently Digger Nick wasnt a valid name,1,no
Why does Drake love giving gifts? Hes really good at wrapping.,0,no
Went to china the other week and... it seems human cloning isn't banned there.,1,no
What rises when a woman sits on it? A camel.,1,no
Which vegetable scares a sailor? A leek.,0,no
What are a chocolate bar's preferred gender pronouns? Her/she.,0,no
I finally understood the end of the 6th Sense  All those names at the end were people who worked on the movie.,0,no
"I used to work at a stationery store. But, I didn't feel like I was going anywhere. So, I got a job at a travel agency.  Now, I know I'll be going places.",0,no
"My wife expressed her concern. ""Do you think our son is good enough to be a football job?"" I said, ""I think he'll manage.""",0,no
"My daughter asked me, ""Dad, why is your nose in the middle of your face?"" I smirked and replied...  ""Because it's the scenter.""",0,no
My family is all worried about my addiction to dot to dot puzzles. It's OK though because... I know where to draw the line!,0,no
Wife: We're not talking over the radio. This relationship is over.  Husband: This relationship is what? Over.,0,no
"They say the hardest thing a child experiences is a loss of a parent, Although my time with the church, my pastor shoved something harder down my throat.",1,no
My girlfriend left me because of my obsession with storytelling. I wonder how the next chapter in my life will go.,0,no
Why is there no winner to the most depressed person competition? All the players took the easy way out.,1,no
"Usually, I can accept the fact that Im ageing. But when I discovered my first grey hair last night... I thought Id dye!",0,no
My son was expelled from school recently. They had a Victorian themed day and he turned up with his black friend on a chain.,1,no
"A little girl is having a pretend dinner party with her teddy bear. She says, Do you want anything to eat, Mr. Bear? The bear replies, No thanks, Im stuffed.",0,no
"What's the difference between a spacecraft and an asteroid? A spacecraft is really light, an asteroid is a little meteor.",0,no
"Have you ever taken something apart, then looked around inside and put it back together only to realize you left some parts out? It's why I'm no longer a surgeon.",1,no
"My girlfriend just accused me of cheating, so I broke up with her. She was starting to sound just like my wife.",1,no
What's the difference between a Slipper and a Woman? At least slipper knows that its place is below a man's feet.,1,no
"What do Robin Williams and pictures of his family have in common? At one point, they were hanging in his house.",1,no
"Asked my wife what seats she wanted in the cinema. She said she wanted back seats. I said, ""Honey, *every* seat is for your back.""",0,no
I once tried to make a square but I ended up with an octagon. Thats what happens when you cut corners.,0,no
My dying wifes last wish was to see our daughter get married. Thank God for those fellas down at the mosque who was so eager to help they even picked up my daughter from day care.,1,no
I wonder what my parents did to fight boredom before the Internet was a thing? I asked my 17 brothers and sisters and they dont know either.,1,no
"They say when you are in the centre of attention and have stage fright, a good tip is to imagine the audience naked... Maybe not a good tip for primary school teachers.",1,yes
"A boy in school got an F in math, but why was his report card on the ceiling ? To get his grades up.",0,no
"My wife called me today while I was at work and said, Honey, Ive started to get contractions. I need you to drive to the hospital. Forty-five minutes later when I got there, I called her back and asked, Right Im here, what do you want me to do now?",0,no
If you and your friend are being chased by a bear. How fast should you run? Faster than your friend.,0,no
My daughter came home one day and told us she was getting into glass blowing I thought it sounded pretty cool until I found out her boyfriend's name was Bill Glass.,1,no
"Little Timmy had an STD but he never told anyone except his dad, why is this? Because he didn't want his dad to get it too.",1,no
"When the coroner's report came back, it stated that my toddler son had died due to neglect. Nothing to do with me then, I was in the pub.",1,yes
Did you know players in the NFL are not allowed to have pet birds? It's considered a personal fowl.,0,no
Watch me teach you how to cut a piece of wood just by looking at. You can then say that you saw it with your own two eyes.,0,no
"My ice despenser is leaking all over the floor, but I don't think I'll fix it... Because it's all water under the fridge.",0,no
What do you call a group of men whose wives are cheating on them? The army.,1,no
"My girlfriend wants me to choose between our relationship and my career as a reporter... Well, Ive got some news for her.",0,no
My grandfather had a condition in the past and couldn't focus well on something for a lot of time. Fortunately he got rid of this problem for the rest of his life when he got into a concentration camp.,1,no
Most of my sextapes are on DVD..  except for that gay one where I Blu-Ray.,1,yes
If you got anxiety... then dont worry about it. If you got depression then dont be sad about it. If you got bipolar try to calm down. If you self harm then.. dont beat yourself up.,1,no
My wife's the most racist person I've ever known. Even her clitoris has a pointy hood.,1,yes
"My girlfriend broke up with me because Im a compulsive gambler and ever since, all I can think about... ...is how to win her back.",0,no
"Not to brag but i just realised i like amateur porn i mean, i assume it's amateur porn, theres no way those kids are pros.",1,yes
The Pope wasnt happy because there was something wrong with his flute It was stuck in A Minor.,1,no
When did Adam & Eve find out God doesn't like gambling? When he took away their pair a dice.,0,no
I got some head from my therapist. It was a psychological blow.,1,no
What is a balloons least favorite kind of music? Pop music.,0,no
"Mommy, what were you doing bouncing on Daddy's stomach last night? ""I have to do that, or Daddy's belly gets very fat. Bouncing keeps him skinny."" That's not going to work. ""Why not?"" Because Tina the babysitter keeps blowing him back up again.",1,no
"I'd have to say my least favorite race of all would have to be the 200 meter, its too short but not long.",1,no
"A man buttons his shirt, and a button falls off... He then picks up his briefcase and the handle comes off. Then he reaches for the doorknob, and it comes off. He pulls on the car door handle, and it breaks off. He then wets his pants because he's too scared to go pee.",1,no
What microorganism holds its shape the best? Mold!,0,no
"I figured doing ten crunches a day would help flatten my gut. But on the third day, I got tired of those chocolate bars.",0,no
Ive been told crocodiles can grow up to 15 feet but Ive never seen one with more than four.,0,no
What is a Jews least favourite passageway? The hall of cost.,1,no
How did the shy person turn to stone? By becoming a little bolder.,0,no
"What did the icicle say to the other icicle? Nothing, they just hung out and chilled.",0,no
"We were about to play dodgeball in PE and the teacher told us that hitting someone in the face with a ball instantly disqualified you. One kid asked the gym teacher, so because of last night, neither of us is allowed to play?",1,no
Why should the schools in asia be shut down? Because the iphones aren't going to make themselves.,1,no
Why couldn't the Sargeant touch the cadets? Because he'd be touching his privates.,1,no
What is the most rudest thing in the world? Sending a downie to his room and he tell him to come back when he can act normal.,1,no
How are Restaurants and Online Shopping alike? You have to give your order to the server.,0,no
"What did the hotdog say to the bun?  Listen buddy, i'm going to be frank with you.",0,no
Whats the similarities between a pedo and a deck of cards ? They both stop at twelve.,1,yes
"i planted some vegetables in my garden, 8 years later, all it did was leave some bones for the dog to dig up.",1,no
They always say that only white people can go to space Thats not true. They sent a monkey up before a white person.,1,no
What does a ink pad and a woman have in common? Theyre both useless when they dry up.,1,no
Everybody is talking about the little kid inside them... But whenever I tell people I was inside a little kid for some reason the police always gets involved.,1,no
Why was Pavlov's beard so soft? Because he conditioned it.,0,no
"My dog swallowed my engagement ring last night, but luckily coughed it out when he barked.  There was a diamond in the ruff.",0,no
"I saw some black men signing their names on a wall using graffiti So I started to do the same, but I got the shit beat out of me after the first three letters. Apparently black people do not like people named Nigel.",1,no
How do you get mexican only customers... Build a wall around your business.,1,no
I have CDO... Its like OCD but all the letters are in alphabetical order as they should be.,0,no
"The house in which me, my brother and my mom lived, has burned down. I run outside, find my brother waiting there, and ask him:  Doesn't it smell like burnt sugar?   He tells me our mom has diabetes.",1,no
What do you call security guards working outside Samsung shops? Guardians of the Galaxy.,0,no
Me:Dad. I have a question about sex with my girlfriend. Dad: Yes my son. Me: Would you stop it..?,1,yes
Do you eat Monkeys?  Because I want to put Macauqe in your mouth.,1,no
"What does Boy in the Striped Pajamas and the Pokemon Anime series have in common? In both of them, the main character is Ash.",1,no
Why are there no cats on Mars? Because Curiosity killed them all.,1,yes
Why didn't the camgirl show up for work?  She wasn't feeling herself that day.,1,no
What do women's panties and nail polish have in common? They both come off with alcohol.,1,yes
"Did you hear about the little girl that went missing? No?Good, that means the cops haven't found out yet.",1,no
What kind of tree grows in your hand? A palm tree.,0,no
There was a lot of tension in the drug rehabilitation centre when I visited earlier. It was so quiet you could hear a needle drop.,1,no
What is the definition of confusion? 20 blind lesbians in a fish market.,1,no
How are playing chess and eating at an Australian restaurant similar? They both end with checkmate!,0,no
"Why did i rename my self ""money""? So my wife can finally blow me.",1,no
"Started a video tutorial series for non-handy depressed people, trying to help and motivate them to assemble their own furniture. I think the first episode was spot on 'How to hang your shelf'.",1,no
Apples emoji system is so poorly designed. The women emojis are in the smileys and people tab instead of the objects tab.,1,no
Did you hear about the guy who crashed and totalled his Ford? He lost his Focus.,0,no
I hate international ask-out-your-crush day. It's so embarrassing visiting the graveyard.,1,no
Why are Americans so good at solving Rubiks cubes? Because they are good at separating colours.,1,no
"What did the digital clock say to the grandfather clock? Look Dad, no hands!",0,no
Two jews are sitting on a bridge... The first one dips his feet in the water and shouts: It is cold! It is cold! The other one dips his nose and shouts: It is also very deep!,1,no
"When I noticed ""H I"" in the alphabet, I thought someone was actually going to be my friend! Then I saw the next two letters.",0,no
"How do you make 7 even? Take away the ""S"".",0,no
What do you call an educated woman? Intellectual property.,1,no
"So in school, my male teacher personally wanted to teach me sex ed one on one, but i was curious... is a 1st grader really supposed to be learning this?",1,yes
"Son: Dad, Im afraid of intelligent women... Father: Son, there is no need to be afraid of things that dont exist.",1,no
My son died due to a lack of exercise. He didn't run when the lorry was coming.,1,yes
Did you hear about what happened with the elk? It was really amoosing.,0,no
Why can't muslims play Pokemon? because they're against evolution.,1,no
"A doctor tells a kid in a wheelchair ""You'll need the wheelchair for only 2 more weeks."" The kid replies ""B-but the nurse said I'll need it for the rest of my life!?"" The doctor says ""That is also correct.""",1,no
"You hear about the gay guy who played in the NFL? He played tight end for a little bit, but got converted into a wide receiver.",1,no
What does a baby and the universe have in common? They both were created thanks to a Big Bang.,1,yes
"My wife: ""If women ruled the world , there would be no wars"". Me: ""Because war takes tactics and logic""",1,no
"The doctor said to me, You have a severe iron deficiency. ""I said, How did you know? I just walked in!"" He said, ""Your shirt is all wrinkled.""",0,no
"After my memory loss, I couldn't remember the other word for 'couch'.  I've been having a hard time recalling it sofa.",0,no
What do a bad golfer and a fat man have in common? They're both destined for a few too many strokes.,1,no
My uncle's New year's resolution is to get into shape. Makes me regret naming my daughter Shape.,1,no
Why was the chicken rancher's daughter so popular at school? She knew how to raise cocks.,1,yes
How do you spy on someones dreams? You go undercover.,0,no
"What do you do with sick chemist? If you can't helium, or curium, you can always barium.",0,no
"Insurance clerk: ""Where were you born, Sir?"" Man: ""In the United States."" Insurance clerk: ""OK, and which part?"" Man: ""My entire body.""",0,no
How does a fish always know how much they weigh? Because they have their own scales!,0,no
"How can you tell all priests are gay? Theyre on their knees every night, asking a man to come a second time.",1,no
"My psychiatrist diagnosed me with ""multiple personality disorder""... but we don't believe him.",0,no
"What was the New York business mans last words? ""Oh my god! Is that a plane?""",1,no
Did you hear about the new international school rankings? Some American schools shot up the ranks.,1,no
"What did the kleptomaniac say to the car salesman? ""I'll take it from here.""",0,no
I was going to type down a cashier joke.. But I didnt think that would make any cents.,0,no
Whats an autistic persons favorite cell phone carrier? Spectrum.,1,no
"What did the superhero who could walk through walls, say when he had a bad day? Im going through some stuff.",0,no
What's the difference between your shadow and the shadow of someone from Hiroshima? Your shadow can move.,1,no
What language do they speak in Holland? Hollandaise.,0,no
My father is a great mortician I idolize him since I was a kid. But is it weird that the bodies that he works on were always screaming?,1,yes
"Dont forget to set your clocks back tonight. But not too far back, we dont want to be like America whos still stuck in the 1800s.",0,no
The circle is just the most ridiculous shape in the world... There's absolutely no point to it.,0,no
What type of culture is most peaceful and never gets angry? Nomads!,0,no
"I've just published a new book about the reality of sexism and racism in society. I made sure to include lots of pictures in the book, so women and blacks can understand it too.",1,yes
What's the difference between a cat and an emo? The cat still has 8 other lives.,1,no
Some people have trouble sleeping... ...but I can do it with my eyes closed.,0,no
"Words in my mouth A newlywed couple move into a new house. After a couple of weeks the man decides to have a tattoo saying ""I love you"" put onto his dick. Three weeks later, the wife files a divorce. When asked why, she tells the husband 'You keep putting words in my mouth'",1,yes
"The first girl I ever dated just messaged me and said shell be in town for a day and wants to meet up. The only bad part is it happens to be the same day as my dads birthday. So now I have to choose between the person I lost my virginity to, and my ex girlfriend.",1,no
How much do dead batteries cost? Nothing. They are free of charge.,0,no
"Ladies, do you want longer and thicker lashes? Try showing some ankles in Saudi Arabia.",1,no
What is the difference between one yard and two yards? A fence.,0,no
What do you call a truthful piece of paper? Fax.,0,no
What do gamers plant in their garden? Skill trees!,0,no
Priest: Children we are going to do a play. I'll be Moses.Timmy take off your pants.Timmy: Why? Priest: You will be the red sea.,1,no
"In Hindi language, the word for iron press is 'stree', which is also a synonym to the word women. Just the way God intended it to be.",1,no
Why shouldn't you get in a fight with a locomotive? Because they've been training their whole life.,0,no
"What do you call a dog who's been neutered? It doesn't matter what you call it, it isn't coming.",1,no
So I just met the cheapest person I know His name is Amari and he was only 10 bucks at the slave auction.,1,no
What's the difference between a yoga ball and a person in a wheelchair. The yoga ball doesn't scream when I push it down the stairs.,1,no
So my grandfather survived Auchwitz. Im not sure why people act so suprised when I tell them that. The guards usually lived.,1,yes
I was playing CS:GO and I heard gunshots. I thought an enemy was behind me. Turns out my American friend had his mic on.,1,no
"What's heavy when it enters the school, and lighter when it leaves the school? The magazine of MP5.",1,no
Why did the pie go to the dentist? It needed a filling.,0,no
What do u call a car ride in the hood? A Safari.,1,no
How much does a Chinese elephant weigh? Wonton.,0,no
My sister and I take games very seriously So I don't understand why my parents were crying when they saw my sister playing hangman.,1,no
"My favorite Kahoot name is, ""The Jew"" Because when I'm on a streak it says, ""The Jew is on fire.""",1,no
"I went whit my kid in the park , after he saw a black kid eating a icecream. He asked me to buy him one , but I told him that now  is illegal.",1,no
Where you can get chicken broth in bulk? The stock market.,0,no
"I'll never forget my best friends last words to me just before he died. ""Are you sure that guns fake?""",1,yes
How is a birthday cake different from a pedo? Kids get to wish before they blow.,1,yes
Why you shouldn't drive a car to the movie cinema? Because cars might have spoilers.,0,no
"A fire broke out at a local mosque yesterday... So, as a good citizen and a good neighbor, I sent a message about it to the local fire department.I sure do hope they do something about it, because otherwise it would waste all the money I spent on a first class mail stamp.",1,no
"What's the difference between Disneyland America and Disneyland Thailand? In Thailand, you pay extra for the happy ending with each ride.",1,no
"What do you say to your diabetic friend when they are about to sleep? ""Sweet Dreams""",1,no
Want to know why my shoulder makes a terrible GPS? It often gets dislocated.,0,no
Do you have trouble Concentrating? I heard Poland has camps for that.,1,no
What do you call beef that's been burned? A mis-steak.,0,no
"When I asked my friend, When did you realise when you werent a kid anymore? She answered, When my neighbour stopped checking me out.",1,no
"I've just seen a poor old lady fall over and knock herself out   Well, I think she's poor.  She's only got a fiver in her handbag.",1,no
Whats the difference between a Japanese and a police man? Japanese people rest their knees on the floor while sitting.,1,no
Whats the big deal about unprotected sex? Just do it raw. They cant get pregnant if they havent had their period yet.,1,yes
What's the worst thing to ask someone who has recently lost a child? Have you found them yet?,1,no
Why did the mortgage broker go out of business? ...because he lost interest.,0,no
"One potato asks another: ""Are you sure we are related?"" - ""Yes I yam!""",0,no
What do you say to a trans colleague asking how to do a task? Let me show you the ropes.,1,no
What did the traffic light say to the car?  Don't look at me I'm changing.,0,no
Why should you ask a black person if you cant decide what movie to watch? theyre great at picking things.,1,no
Why do golfers take extra pair of socks when they go play a round? In case they get a hole in one.,0,no
What animal is best at hitting a baseball? A bat!,0,no
"A Man takes his Son on an extended vacation. The son asks, Dad...can we go home now? I miss Mom and I keep seeing our faces on the news.",1,no
"My son believes he was born in the wrong body. Well, he's right to an extent. His mother certainly doesn't have the right body.",1,no
"""Hey Dad, have you seen my sunglasses?"" ""No, son. Have you seen my dad glasses?""",0,no
Did you hear why Rosemary was always late? She had nothing but thyme.,0,no
Have you heard about the squirrel diet? It's totally nuts!,0,no
"What did the pony say when he had a sore throat? Pardon me, I'm just a little hoarse.",0,no
"What does a cardiologist like for dinner? Doesnt matter, as long as its hearty.",0,no
This dermatologist waits a month to diagnose a skin disorder... She's reluctant to make a rash decision.,0,no
What is the difference between a blonde and an ironing board? An ironing boards legs are hard to open.,1,no
"I'm gonna name my first child The Door So if people ask if it's me banging The Door, I can say yes.",1,yes
I can't seem to find the controller for the TV. But I know it's in a remote location.,0,no
Some people say it's sick and perverted to be a flasher. I think it shows lot of balls.,1,yes
What did the policeman say to his belly button? Your under a vest.,0,no
I just won a paintball match with my friends. It turns out that using a real gun is a big help as it has only one downside that only red color is available.,1,no
So you say your job is to drive a vehicle for someone else... But what do you have to chauffeur that?,0,no
"Children Suck.. I mean not very well, but for a quarter its worth it.",1,yes
What's an astronauts favorite part of a computer? The space bar.,0,no
Which kinds of snakes are found on cars? Windshield vipers.,0,no
How do you know if a sniper likes you? He misses you.,1,no
I somehow managed to make it through high school math while only being able to remember even numbers... What are the odds?,0,no
I drew something at the hospital that made patients scream. They stopped screaming after I finished firing.,1,no
Why does a polar bear have white fur on top of its black skin? So it can hide from the police.,1,no
Why aren't there any black ninjas? Because when they smiled it would give away their position.,1,no
What is the most sensitive part on mans body while he is masturbating.  His ears.,1,yes
The kid from Toy Story never left his toys... So when he turned 30 he was still playing with his own Woody.,1,no
Ive got this awful disease where I cant stop telling airport jokes... The doctor says its terminal.,0,no
To the person who stole my glasses I will find you. I have contacts.,0,no
Have you guys heard about the new Muslim dating site called Minder? I hear it's really blowing up these days.,1,no
I told my school councillor about my rape experience. He seemed to have a really good memory.,1,yes
What do you call someone who majors in geology and astronomy? A rockstar.,0,no
A young man robbed a bank wearing a suit made of many mirrors... But he turned himself in after taking some time to reflect. Luckily the judge was lenient as he saw a lot of himself in the young man.,0,no
"I asked out a girl but she said she was underage. So I said, ""I was hoping for the Beauty and the Beast but now it's the child and the priest.""",1,no
I didn't really enjoy my first kiss. Because I forgot to take the duct tape off.,1,no
"What does the ""p"" in ""blacks"" stand for? Productive members of society.",1,no
What was the weather in Aushwitz ? Hot like a furnace.,1,no
Why can black people break the laws of physics? Because they already know how to break every other law.,1,no
"I yelled at my wife from thebedroom asking, ""Do you ever get a shooting pain across your body like someone's got a voodoo doll of you and they're poking it? She replied, ""No."" So I yelled back, ""How about now?""",1,no
"A jew, a muslim and a catholic person were sitting on a park bench, a dog came and bite the jew. It was a german shephard.",1,no
"Feeling pretty proud of myself...  The Sesame Street puzzle I bought said 3-5 years, but I finished it in 18 months.",0,no
"What did the African-American man buy his wife for Valentine's Day? I don't know, but I bet it was stolen.",1,no
My classmates laughed at my chalk drawing... ...So I laughed at their chalk outline.,1,no
What is the best thing about alzheimer's? Making a new friend everyday.,1,no
The pack of razors didnt have a barcode on it So I used an emo's wrist.,1,no
Someone asked me how electricity is measured. I was like... Watt?,0,no
