Jokes,Offensive,Explicit
"واحد ماتت مرته هو نايم معاها سأله المحقق اشرح الوضع اللي كنتو عليه؟ قاله كنت نايم فوقها وشفايفي على شفايفها واصبعي بطيزها وزبي بكسها كتب المحقق سبب الوفاة 
:اختناق بسبب اغلاق جميع فتحات التهويه",1,yes
"وحدة حلوة ماسكة بوظة و عم تاكل 
اجا لعندا واحد قلا بدي اطلب منك طلب بس لا تفهميني غلط قالتلو تفضل 
قلا معلش الحس
قالتلو اكيد و عطيتو البوظة 
قلا هااااا شفتيييي فهمتيني غلط",1,no
"
مرة في وحدة متجوزة ختيار 
حملت حالا وراحت عدكتور الاسنان ومن وصلتا بلشت تشلح تيابا من تحت 
قلا الدكتور لحظة مدام لحظة بس انتي جاي للدكتور الغلط 
نزلت الكلسون وطلعت عكرسي المعاينة قلا يا مدام .مو دكتور لي بدكياه هون  قالتلو مو دكتور اسنان قلا اي رفعت اجريا وقالتلو طقم سنان هالختيار علق جوا لو سمحت شيلو",1,no
"
عربي بيسال اميركي  قديش بدها وقت كل نياكة عندكم؟ الاميركي : حوالي الساعتين                                                                 
العربي : شو بتساوو بالساعتين
الاميركي: بالاول بوس وبعدين بشلحها وهي بتشلحني وبنلعب مع بعض وبتمصلي  وبلحوسها وبعدين بنبلش نياكة.
الاميركي : وانتو قديش بتقعدو عالنياكة
العربي ساعتين وثلاث دقائق
ساعتين بنترجى واقناع وتوسل و3 دقائق بنشلح ونيك",1,yes
"

ابو العبد مرة راح على الدكتور ومعو التحاليل ام اللو الدكتور عنك سرطان وراح تموت كمان 6 اشهر
راح ابو العبد زعلان وقعد على القهوة فسألوا الاصحاب شومالك يا ابو عبد.. قاللهم عندي أيدز وراح اموت كمان 6 اشهر فصارت كل الناس تكش منو وتحكي بالقصة وصل الخبر للدكتور قام سأل ابو العبد انا قلتلك سرطان وللا ايدز يا ابو العبد؟ فجاوبوا ابو العبد شو يادكتور بدك بعد ما اموت كل الحارة تنزل دق في ام العبد",1,no
محشش ابنو تسمم وداه عالمستشفى قاله الدكتور ابنك شارب حليب منتهيه صلاحيته قال المحشش اكيد رضعتو ستو الله يهديها.,1,yes
"
واحد راح الصيدلية يا دكتور إلحقنى محتاج حباية فيجرا بسرعة ..
الدكتور ماشى ولا يهمك خد حباية اهى وإدعيلى .

شوية ورجع تانى ,بيقول للدكتور خد يا دكتور مش عايزها .
الدكتور لية هى وحشة ؟
قالة لا بس مراتى ماتت .
قالة خدها مش هتخسر حاجة اهو على الاقل يقف معاك فى العزاء ..",1,yes
"
وحدة قالت لزوجها ياريتني جريدة تفتحني كل يوم
قالها ياريتك  نتيجة وما اشوفك غير كل سنة",1,yes
"اية وجه الشبه بين الملح والمرأة ...؟
كلهم ينحطو على البيض",1,no
"
تلميذ سأل استاذه..  قلو استاذ الضو بيتاكل؟ .. رد عليه الاستاذ اكيد لا، ليش عم تسأل... رد التلميذ.. غريبة لأنوه كل يوم بابا بيقول لماما اطفي الضو لطعميكي ياه",1,no
"مرة زوبرين واقفين بقالهم كتير في طابور شباك تذاكر سينما فواحد بيسأل التاني بيقوله هو احنا هندخل فيلم ايه، التاني رد عليه قاله هي دي محتاجة سؤال اكيد فيلم سكس ، فقاله ياه لسه هنقف تاني
",1,yes
واحد كل ما يتجوز واحدة تطلع مفتوحة ، اخيرا اتجوز واحدة طلعت بنت قالها نفسي ابوس اللي حافظ عليكي قالتله بوس طيزي,1,yes
"صعيدي اول مره يشوف فيل حياته
قال يابوي اول مره اشوف حيوان زبه في راسه",1,yes
حياة أغلب النسوان صعبة : *الصبح : غسيل ملابس *الظهر : تجفيف ملابس *العصر : كوي ملابس *الليل : شلح ملابس *نص الليل : بدون ملابس *الفجر : البحث عن ملابس !!,1,no
"واد بيقول لامه : انتي لما حملتي فيا كنتي عايزه تجيبي ولد ولا بنت ؟ 
قالتله :  والله يابني انا كنت عايزه اجيب الريموت من تحت الكنبه",1,no
"
واحده راحت لشيخ بتقولو أن الولاد بيعاكسوها وبيقولوها كلام مش فاهمه زي الرمان ظهر والتفاح كبر وانا مشفاهمه حاجه قالها يابنتي جسم الانسان كله فواكه حتى امسكي صباع الموز ده",1,no
"في قملة حبت تشتغل 
راحت لرئيس القمل قالت له : أنا محتاجة و عاوزة  أشتغل 
رئيس القمل عيَّنها فى شنب واحد إسمه مسعد 
تاني يوم رجعت لرئيس القمل وقالت له :
عاوزة أستقيل 
سألها : ليه ؟؟
قالت له : مسعد بيدخن وأنا عندى ربو
قال له : خلاص  نشغلك بين رجلين سمية 
المهم تانى يوم رجعت لرئيس القمل وقدمت إستقالتها 
سأله : ليه تانى  ؟؟
قالت له : نمت بالليل بين رجلين سمية
لقيت نفسى الصبح فى شنب مسعد
ومسعد بيدخن وأنا عندى ربو",1,no
"مرة اسكندرانى بيفهم ابنه يعمل ايه ليلة الدخلة قاله لو لقيتها سليمة اطلع البلكونه اضرب طلقة مفتوحه اضربها بالنار 
اول يوم طلع ضرب طلقة تانى يوم قتلها",1,no
مره واحد لقى مصباح سحري، دعكه راح طلعله جني بيقوله ليك أمنيه واحده، فكر شويه و قاله: بص، انا عايزُه يوصل لحد الأرض، راح قاطعله رجله.,1,no
"
واحد خلف بنت اسمها زينب  راح يسجلها في السجل المدني 
الموظف : هي زينب دي بالزين 
الاب: امال ب بز واحد يبني",1,yes
"مره اتنين كانو في القطب الجنوبي قابلو راجل كبير 
واح منهم قالو
بقولك ايه ياعمنا انتو عندكو بنات بيضه  !!
قالو اه طبعا كتيير 
قام قايلو طب عندكو بنات سودا  !! 
قالو اه بس مش كتيير 
قام قالو طب عندكو بنات بيضه في اسود  !!
قالو ايه يابني الي بتقولو دا لاء طبعا 
قام المحشش قايل لصاحبه شوفت علشان تعرف بس الي احنا نكناه ده بطريق",1,yes
"
بنت بتسأل أمها هوا الأتوبيس بيدخل عندنا الشقة؟ 
قالتلها لأ بس ليه يا حبيبتي؟!!
قالتلها أمال بابا بليل بيقولك إركبي قولتيله إستنا لما يقف الأول",1,no
"ليه الفلاح اما بينيك مراته مبيبوسهاش ؟
بيبقى ماسك الجلابيه ب بوقه",1,yes
بيقولك الشراقوه بيحبوا الانال سكس ،عشان من الشرجية,1,yes
مرة واحد اسمه احمد طلق مراته و بعد كده اتجوزها صاحبه محمد... ف احمد حب يضايق محمد فبيقولو ايه اخبار المستعمل معاك قاله والهى هو اول ٣ سم مستعمل بس الباقى جديد,1,no
"واحد بيتخانق مع مراته 
قالتله خد اى حاجه تخصك فى البيت وامشي
 راح ماسك ايديها ، فابتسمت بخجل
 قالها اقلعى الغوايش",0,no
"ولد انسرق سيكله راح الشرطه يشتكي
سأله الشرطي: شاك في آحد؟
قاله: نعم~ ابوي ، سمعته امس في الليل يقول لأمي
بسرعه اركبي عليه قبل الولد ما يقوم",1,yes
"زوجه طلبت من زوجها فلوس تشتري ستيانات

قالها:ليه؟ اصلآ ما عندك صدر يستاهل.

قالت:  الله اكبر! انا عمري سألتك ليش تشتري سراويل",1,yes
"سعودي فاز في مسابقه في لبنان وهيفاء وهبي توزع الجوائز عليهم

 قالت مبروك جبت الأول ٠ قال لو تقربين بعد شوي جبت الثاني !!",1,no
"محشش سأل شيخ :يصلح تصلي بدون وضوء ؟قال الشيخ :لا مايصلح
قال المحشش: طيب وش رايك في اللي سواها وضبطت",1,no
"وحده فصخت بنطلونها ورمته قدام زوجها وقالت:
حسسني إني حرمه!!
قام فصخ بنطلونه ورماه قدامها
وقال: غسلي الإثنين واكويهم..",1,no
وحده خذت زوجها للميكانيكي سالها وش مشكلته؟ قالت مايجيب الثاني ابدا,1,no
"بنت راحت على دكتور يكشف عليها من تحت
قالت: ياريت يادكتور تدخل طرفه بس
قال: شنهو
قالت: دخل طرفه تكفئ تونسني
عصب الدكتور وطردها
طلعت تصيح و لقت اختها برا
وسألتها: شبيج؟
قالت: يوم جاء يكشف علي استحيت أني لحالي قلتلو
يدخلج معاي قام وطردني !!!
طلع آسم آختهآ طرفه",1,no
لعيب كورة بيسأل مراته إذا كانت خانته قبل كده ولا لا فقالت له : بصراحه (3) مرات بس، الاولى: فاكر لما المدرب ماكنش بيرضى يلعبك وبعدين بقى يلعبك!قالها: طب تاني مره ؟ قالت له: فاكر لما زمايلك ماكانوش بيباصولك الكوره وبعدين بقو يباصولك!! قال لها : طب تالت مره؟؟ قالت له : فاكر الجماهير لما ماكانتش بتشجعك وبعدين كلهم بقوا يشجعوك,1,yes
"أب اكتشف إن بنته حامل فسألها: “مِن مين؟”
قالتله: “لو إنت أكلت حلة محشي، تقدر تقولي أنهي صباع بالتحديد اللي وجعلك بطنك؟؟”",1,no
"ولد بيسأل مامته إنت وبابا زمان لما كنتوا بتزعلوا كنتوا تدخلوا الاوضة وتخرجو مبسوطين...
دلوقتي بتخرجوا زعلانين ليه ؟
قالت له: أصل الي كان بيصالحنا مات.",1,no
ذهب رجل ليخطب لولده فقال لاهل العروسة طالبين ايد بنتكن عشان نريح ايد ابننا,1,no
مصرية تقول لزوجها: مش كفاية عشر سنين ما حطيتش في بوئي حتة لحمة؟. قام فصخ سرواله وقال: أمال ده ايه؟ خضار؟,1,no
واحد ادى أبوه علبة فياجرا في عيد ميلاده، تاني يوم ابوه جه وقاله: كتر خيرك يا ابني، أمك رافعة رجليها طول الليل عمالة تدعيلك,1,yes
"واحدة راحت للدكتور قالتله الحقني يا دكتور
انا كنت بلعب بالموبيل و انحشر جوا
والمشكلة اني كنت عملاه فيبريشن قبل ما ينحشر
وكل لما حد يتصل الفيبراشن يشتغل و يتعبني قوي
قلها متقلقيش عملية بسيطة و نطلعه
قلتله لا انا مش عاوزة اطلعه انا عاوزة اشحنه",1,no
سؤال: هنالك شيئين اذا كانوا بالهواء بيخلوا المرأة تحبل، ما هما ؟ الجواب : رجليها,1,no
غبي يغازل مرته قال لو انك بالهند كانو عبدوكي قالت ليش انا ملاك قال لا بقرة,1,no
"صرصور تزوج ناموسه سافلة بعد اسبوع طلقها سألوه ليش؟
قال : ياخي مجنونة مص",1,yes
"خياط سأل الزبون الختيار
حضرتك لمى بوقف زبك بتحطو بالبنطلون على اليمين ولا على ليسار مشان اعمل حسابي.
جاوب الختيار :هوة يوقف وانا بحطو على راسي",1,yes
واحد بلحس لمرته قالتله اشلح النضاره جرحتلي فخادي شلح النضاره و كمل لحس بعد شوي قالتله البس النضاره لأنك بتلحس في السجاده,1,yes
سألوا مهندس معماري: إيش الخطأ الهندسي في تصميم جسد المرأة؟أجاب: المنطقة الترفيهية ملاصقه للصرف الصحي !,1,no
"في واحد مريض راح عند الدكتور
بعد ما كشف عليه وصفله ينقع تبعو بالحليب لمدة شهر
شافته جارته من الشباك وقالت:
اول مره بعرف انه بعبوه تعباي !",1,yes
"بنت اسمها جميلة رجعت بعد الدراسه بأمريكا سألها ابوها شلونك جميلة ؟ ردت : اسمي صار ""جم"" لانهم بامريكا ينادون بس اول حرفين .. قال الحمدلله ما راحت أختك زبيده هناك",1,no
"مرة محشش راح يشتري بوكسر
 فات عالمحل قالو بدي بوكسر
قالو البياع لعيونك
قالو المحشش لأ لطيزي",1,yes
دكتور عظام بيقول للزوجة أسف يا مدام جوزك حوضه مكسور قالت : مو مشكله المهم تكون الحنفيه شغاله,1,no
"واحد مصري راح على الشيخ يسأله :
يا شيخ حسن.. أنا لما أكون مع مراتي بالفراش.. ماحسش انها تسخن
قال له الشيخ حسن أحضنها من ورا.. وبوسها من رقبتها و احملها و ارميها بالسرير.
راح الزوج و حضنها من ورا... و باسها من رقبتها.
ضحكت الزوجه وقالت: انت جيت يا شيخ حسن؟!",1,no
وحده بتقول لصاحبها انا بردانه فمسك ايديها قالتله لسه بردانه فحضنها قالتله لسه بردانه فباسها قالتله لسه بردانه فنام معاها قالتله خلص دفيت قالها يعني هاد هوه الخزق اللي كان مدخللك هوا.,1,yes
"واحد ما بيعرف ينام مع مرتو إلا والغرفة عتمة
المرة بدها تعرف ليه زوجها بيطفي كل شي قبل ما ينام معها جابت كهربائي وعملها زر اللمبة جنب التخت
ولما زوجها إجا ينام طفى اللمبة
إستنت شوي وكبست الزر ولقيته ماسك بإيده خيارة
قالتلو : 25 سنة وإنت عم تكذب عليي وأنا مفكرتك رجال .
قالها : إنقبري إسكتي 25 سنة ما سألتك من وين جبتي الأولاد",1,no
محشش ليلة الدخلة قالت له زوجته: معي الدورة الشهرية!! قال أنا ما همتني المؤهلات.. أهم شي الأخلاق,1,no
"فيه وحده راحت على الدكتور قالتلو صدري صغير وبدي ياه يكبر
قاللها بمصلك صدرك كل يوم3ساعات لمدت شهر
قلتلو وكمان جوزي زبو صغير اجيبو معي",1,yes
"واحد مرته في المستشفى بتولد 
شافها قديش تتوجع من الم الولاده وحزن عليها 
قام دعى: ياااارب اطلعها بالسلامه والله ما بقربها مره ثانيه
قامت صرخت في وجهه : لا هاذ وجع بسيط وبروح ",1,no
"رجال ومرته راحو لحديقة الحيوان، وقفوا عند الغوريلا ..قالها زوجها : إعميليلو حركات تهبله
قامت طلعت صدرها قام جن الغوريلا ..
رجع قالها زوجها : عميليلو حركات إغراء .. 
قامت شلحت التنورة وقام الغوريلا انهبل و بلش صراخ وجنون وصار يخبط عصدرو.
.قام زوجها دفشها على الغوريلا وسكر القفص عليهم وقالها : هلأ قوليلو تعبانة وراسك عم يوجعك ونعسانة بدك تنامي",1,no
"مرة واحد اشترى خروف وعاوز يدخله في الجنينة لكن الخروف مش عاوز يدخل الجنينة
حاول معه حاول معه الخروف مارضي يدخل الجنينة
اجى ابنه قال يا بابا استنى شوي
راح الولد وجاب كوب ميه وكبه على راس الخروف
الخروف دخل طولي على الجنينة
قاله برافو يا ابني من وين جبت هالفكرة
قاله من ماما اسمعها بتقولك بلله راسه بيدخل على طول",1,no
"عزيزتي الانثى
حبيبك مثل الواي فاي
عندما تقتربين منه يرتبط بك وعندما تبتعدين عنه يبدأ بالبحث عن اجهزة أخرى
فانتبهي للمودم حقك",1,no
"وحدة راحت عند الدكتور لما شافها الدكتور انجن من كثر ما هي حلوة ومزة قالها اتفضلي على السرير واشلحي البنطلون وبدا يحسس عليها
جريها سالها : انتي بتعرفي شو عم اعمل قالتله : اه بتفحص اذا عندي تشوهات ..
قالها صحيح طيب اشلحي البلوزة والستيانة وبلش يحسس على صدرها
سالها : بتعرفي شو عم اعمل ؟
قالتله : اه بتفحص اذا في عندي سرطان الثدي 
قالها : صحيح طيب اشلحي الكيلوت طلع تبعو و بلش ينيك فيها ؟
سالها : بتعرفي شو عم اعمل قالتله : اه عم تعالجني من الايدز الي عندي ؟!",1,yes
"واحد كاتب: من اهم صفات الزوجة الناجحة الطبخ 
ردت عليه وحدة : اكبر طموح البهايم علفها",1,no
الزوجه: لقد رأيت جارنا يقبل زوجته لماذا لاتفعل مثله الزوج: هل تعتقدين ان جارتنا سوف توافق,1,no
زوج سافر ورجع لقى صديقه عند زوجته فقتله فردت زوجته وقالت غبي غبي غبي بالطريقه دي حتخسر كل اصحابك,1,yes
"
مره واحد بصبحيه عرسه دق عليه الباب .قالتله مرته اوم افتح الباب ولا كمان ما بتعرف",1,no
مرة رجل يغازل زوجته قال لها احبك عدد مافي العراق من جنود وعدد مافي دبي من هنود,1,no
واحد في ليلة عرسه قرصته نحله في عيره ودخل على زوجته ولقته كبير وعقب فتره بدى الورم يخف وعيره كل يوم يصغر قالت له العروس : إنت متأكد إن عيرك بيكفينا لآخر الشهر ؟,1,yes
"جاء المدرس وسحابه مفتوح
فقال الطالب:السحاب مفتوح
قال المدرس :لا تقل السحاب قل غرفة المدير ولا تحرجني امام الطلاب 
وفي يوم من الأيام جاء المدرس والسحاب مفتوح
قال الطالب :يااستاد غرفة المدير مفتوحة والمدير طالع",1,no
"محشش يقول لخويه: ياخي فندق الفيصلية بطران تصدق إنك تروح لهم تاكل وتشرب وتنام بلاش وفي الصباح يعطونك 3 الاف ريال قبل لا تمشي، قال خويه: إنت مجربه؟
قال : لا والله اختي مجربته.",1,no
دخل محشش إمتحان العلوم وكان السؤال إذكر 4  فوائد لحليب الأم ؟  فكر فكر وكتب 1 - لايحتاج إلى غلي 2 - لا تستطيع القطط أن تسرقه 3 - متوفر24 ساعة.. إحتار في الرابعة وبعد تفكيرعميق جته فكرة وكتب‏ 4 - محفوظ في علبة‏ جذابة,1,yes
"رجال قاعد مع زوجته وامه يتفرجوا على التلفزيون في الصاله
وقالت الزوجة انا تعبانة رايحة لغرفتي ارتاح ...
قال الرجال لأمه :رح اروح أتطمن على زوجتي وارجع.
راح وطول شوي ورجع و سحاب بنطلونه مفتوح !!!
قالت أمه : ها خير طمّني يا ابني على زوجتك ؟؟
قال : تعبانه شوية تشتكي من كحة وحرارة وعطيتها دواء و صارت كويسه وبتنام ..
قالت الام : الله يعطيك العافيه ياابني .. نسيت تسكر غطاء علبة الدوا !",1,no
"وحدة طلبت من زوجها يصلح الباب 
قلها شايفتيني نجار 
طلبت منه يصلح الحنفيه 
قلها شايفتيني سباك 
طلبت منه يزبط الحديقة 
قلها شايفتيني جنايني وراح عالشغل 
رجع من الشغل لقا الحديقة زابطة والباب متصلح والحنفيه زابطة 
قلها انتي عملتيهن قالتله لا اجا جارنا وطلب مساعدتي بشرط اما يبوسني ليشبع او اعملو همبرغر لياكل 
قلها اكيد عملتيلو همبرغر 
قالتلو شو شايفني ماكدونالدز ",1,no
في وحده شقره طلعت بلباص لقتو زحمه الباص ومشوارها بعيد وضلت واقفه كل طريق وشافه شب تعبانه وخلاها تقعد بحضنو  مسك شعراتها وشمون وقالها انتي كوافيرا شي قالتلو كيف عرفت قلها من ملمسو وقالتلو انته مكانيكي شي قالها اي كيف عرفتي قالتلو  لان الكريكو عم يرتفع شوي شوي,1,no
"غابت وحدة عن صديقتها أسبوع
وبعد مارجعت
 سألتا رفيقتا وين كنتي شتقتلك كتير
قالت رفيقتا كنت بالشيشان
سألتا شو جبتيلي معك
قالت شبت شيش ألك وشيش إلي
قالتها ياريتك رحتي إيران",1,no
"زوج نايم مع زوجته في خيمه   
 وزوجته تقول له : اهرسني مثل  ما بھرسوا الهريسة
 واحد سمعھم من ورا الخيمه 
 حب يستھبل قال : ذوّقونا من هريستكم 
 رد عليه الزوج : الهريسة خلصت  اذا بدّك تلحس الملعقه تعال !",1,no
"وحدة زوجها ما بقرب عليها
لبست احمر ... ما نفع 
لبست ازرق .... ما نفع 
لبستلو اخضر.. 
قالها: طالعة متل الحديقة
قالتلو طب شو رأيك تطلع الخرطوم تبعك وترشها؟",1,no
"زلمة ماشي مع بنته بالشارع وبنته مزه 
لحقهم شاب وقعد يعاكس على البنت..
التفت عليه الزلمة وقال له: عجبتك البنت؟
قال الشاب: إيو والله أعجبتني كثير
قال له الزلمة : طيب روح جيب امك
عشان أخليها تجيب لك أخت زيها",1,yes
"مرة أب عرف إنو إبنو بمارس العادة السرية...
قال الاب : بابا حرام عدول ولادك 
وممكن يكون واحد فيهم مهندس او طبيب
المهم اقتنع الولد وقف العادية السرية ...
بعد شهر تحمس وما قدر يمسك حالو
 وبلش جلخ  ..والحليب وصل للسقف 
قال الشاب: اووه اكيد هاد كان طيار",1,yes
"وحدة لبنانية  اتصلت بمدرس ابنها الكسلان لتوصيه فيه ، قالتلو : 
دخيلك يا استاذ ، بترجاك ما تحطو ورا ، حطو قدام خليني ارتاح 
اذا نام هزو ووعيه ، خليه يضل قايم 
واذا عذبك ما تتطلعو برا كرمالي خليه جوا 
واذا لقيتو برا وحياتك رجاع فوتو مرة تانية 
انت بتشد شوي وانا بشد شوي 
يمكن بالاول نتعب بس المهم  النتيجة بالأخر وانت وانا منبقى مبسوطين ",1,no
"رجال مواعد وحدة دارسة علم نفس اخذها على البيت......
قالتله: خليني اشوف كيف بدك تفتح الباب
قلها : ليش؟
قالت: لانو طريقة فتحك للباب بتعرفني كيف انت بالسرير  
يعني اذا فتحت الباب بسرعة بتكون مستعجل واناني وتحب نفسك
وانا ما بحب هيك
واذا فتحت ببرود وعلى مهلك بعتبرك غشيم وما عندك خبرة 
وانا ما ارتاح هيك
وهلاء خليني اشوف كيف بدك تفتح الباب
فكر شوي
وقلها : انا بالعادة اول اشي بلحس القفل",1,no
"اجت امها لعندها لتزورها قالتلها:
ليش الصحون مكسرة؟
قالت: تخانقنا 
قالتلها: وليش؟ التخت مكسور؟
قالت: تصالحنا ",1,no
"ﻋﺮﻳﺲ ﺍﺗﺰﻭﺝ : ﻓﻲ ﻟﻴﻠﺔ ﺍﻟﺪﺧﻮﻟﻪ
ﻫﻮ ﻣﺴﺘﺤﻲ ﻳﻐﻴﺮ ﻗﺪﺍﻡ ﺍﻟﻌﺮﻭﺱ
ﻭﺍﻟﻌﺮﻭﺱ ﻣﺴﺘﺤﻴﻪ ﺍﺗﻐﻴﺮ ﻗﺪﺍﻡ ﺍﻟﻌﺮﻳﺲ
ﺍﻟﻌﺮﻳﺲ ﺣﻜﺎﻟﻬﺎ ﺍﻧﺎ ﺑﻌﻄﻴﻜﻲ ﺿﻬﺮﻱ ﻭﺑﻐﻴﺮ ﻭﺍﻧﺘﻲ
ﺑﺘﻌﻄﻴﻨﻲ ﺿﻬﺮﻙ ﻭﺑﺘﻐﻴﺮﻱ ﺑﺲ ﻣﺎ ﺣﺪ ﻳﻄﻠﻊ ﻋﻠﻰ ﺍﻟﺜﺎﻧﻲ
ﻭﻫﻤﻪ ﺑﻐﻴﺮﻭ ﺍﻟﻬﺮﻭﺱ ﻃﺎﻟﺖ ﺍﻷﻭﺍﻋﻲ ﺗﻠﺒﺲ ﻣﺴﻜﺖ
ﻗﻤﻴﺺ ﺍﻟﻨﻮﻡ ﻭﺑﺘﺤﻜﻲ ﻳﺎ ﺍﻟﻠﻪ ﻗﺼﻴﺮ ﻭﻣﺠﻌﻠﻚ
ﻧﻂ ﺍﻟﻌﺮﻳﺲ ﺑﺤﻜﻲ ﻣﺶ ﺍﺗﻔﻘﻨﺎ ﻣﺎ ﺗﻄﻠﻌﻲ ﻟﻴﺶ ﺗﻄﻠﻌﻲ",1,no
"ولد سأل أمه ليه جارنا يجيب لنا كل شي 
قالت: لوأتكلت على أبوك حتى أنت ماجيت",1,no
"عندما اكملت الزوجة ال40 أراد زوجها أن يحتفل بها وذهب إلى محل الحلويات وطلب منه كيكه يكون مكتوب عليها العبارة التالية
(صحيح كبرتي ، بس احلويتي )
وقبل الحفلة بساعات اتصل صاحب المحل بالزوج ليسأله عن كيفية كتابة العبارة فقال له الزوج : اكتب كلمة (صحيح كبرتي)من فوق باللون الأزرق ، واكتب كلمة (بس احلويتي) من تحت باللون الزهري
وفي الحفل اجتمع الجميع ليفتحوا علبه الكيكه وعندما فتحوها غرق الجميع بالضحك وأغمي على الزوجة ، لأن عامل الحلويات كاتب :
صحيح كبرتي من فوق
بس احلويتي من تحت",1,no
بنت متجوزة جديد أمها بتقولها طول ما السرير بيتهز، البيت هيفضل ثابت.,1,no
"واحد يقول لزوجته :
أمس كنتي بتشتميني وانتي نايمة
الزوجة : يتهيأ لك.
الزوج : شو اللي يتهيأ لي ؟
الزوجة : يتهيأ لك إني كنت نايمة",1,no
"تعرف عليها بالجوال وأتفقوا على موعد يلتقوا جنب الصيدلية..
قالها: كيف أعرفك ؟
قالت : طولي 165 ووزني 60 وانا كيف اعرفك؟
قالها :راح أكون شايل باليمين متر وباليسار ميزان",1,no
"وﺣﺪﺓ ﺑﺘﺴﺎﻝ ﺟﻮﺯﻫﺎ
ﺷﻮ ﺑﺘﺤﺲ ﻟﻤﺎ ﺍﻣﺼﻠﻚ ﺍﻳﺎﻩ
ﻗﺎﻟﻬﺎ ﺑﺮﺗﺎﺡ ﻣﻦ ﺻﻮﺗﻚ 10 ﺩﻗﺎﻳﻖ",1,yes
"ﻣﻠﻚ ﻭﻣﻠﻜﺔ ﻋﻢ ﻳﻨﺎﻣﻮﺍ ﻣﻊ ﺑﻌﺾ ﻭﻭﺍﻗﻒ ﻋﺒﺪ ﺃﺳﻮﺩ ﺣﺎﻣﻞ ﻣﺮﻭﺣﺔ ﻭﻋﻢ ﻳﻬﻮﻳﻠﻮﻥ.
ﺑﺲ ﺧﻠﺼﻮﺍ ﺳﺄﻟﻬﺎ ﺍﻟﻤﻠﻚ ﺇﺫﺍ ﻛﺎﻧﺖ ﻣﺒﺴﻮﻃﺔ
ﻓﺠﺎﻭﺑﺘﻮ ﻻ!
ﺟﺮﺏ ﻣﺮﺓ ﺗﺎﻧﻴﺔ ﻭﺍﻟﻌﺒﺪ ﻭﺍﻗﻒ ﻋﻢ ﻳﻬﻮﻳﻠﻮﻥ ﻭﻫﺎﻟﻤﺮﺓ ﻛﻤﺎﻥ ﻗﺎﻟﺘﻠﻮ ﻣﺎ ﺃﻧﺒﺴﻄﺖ.
ﻓﻘﻠﻠﻮ ﻟﻠﻌﺒﺪ ﺟﺮﺏ ﺍﻧﺖ ﻭﺃﻧﺎ ﺑﻬﻮﻳﻠﻜﻮﻥ!
ﺑﺲ ﺧﻠﺼﻮﺍ ﺳﺄﻟﻬﺎ ﺍﻟﻤﻠﻚ ﺇﺫﺍ ﺃﻧﺒﺴﻄﺖ، ﻗﺎﻟﺘﻠﻮ ﻛﺘﻴﻴﺮ!!!
ﻓﻘﻠﻠﻮ ﻟﻠﻌﺒﺪ : ﺷﻔﺖ ﻳﺎ ﺣﻤﺎﺭ ﻛﻴﻒ ﻻﺯﻡ ﺗﻬﻮﻭﻱ!",1,yes
"وحدة احترق جوزها بالبناية مع كل السكان!
سألها الظابط : تعرفتي على جثة جوزك؟ قالتله لأ... 
قلها اذا مسكتي تبعو بتعرفيه ؟ قالت اكيد! 
مسكت اول واحد قالت مش جوزي! 
مسكت التاني قالت مش جوزي! 
مسكت التالت قالت : هيدا مش ساكن بالبناية",1,yes
"بنتين راحو لعند بياع موز
قالت وحده للبياع
حطلي 5 كيلو موز
رفيقتها قالتلا : كتير 5 كيلو؟
ردت عليها:مو مشكله..الباقي بناكله",1,no
ست كشفت عند دكتور امراض نسا وسألته على خطوط سودأ على فخدها الشمال فسألها : هو جوزك بيشتغل إيه ؟ فقالتله :- نجار    قالها :- لما ييجى يلحسلك خليه يشيل القلم من ودنه,1,yes
"واحد تجوز جديد بعد اكم شهر كبر بطن مرتو راح على الدكتور بفكرها حامل قلو الدكتور منفوخه
انكسف الرجل ورجع
وبعد اكم شهر كمان كبر بطن مرتو وراح على الدكتور قلو منفوخه 
برضو رجع وهو مكسوف
وبعد اكم شهر كبر بطن مرتو وراح على الدكتور وكان نفس الشيء 
اجا الزلمه عصب وشلح بنطلونه وقال للدكتور بالله شوفلي هاذ منفاخ؟",1,no
"واحد لطش بنت لابسة تنورة قصيرة. وقلها : مرحبا 
البنت؛ اهلين 
الشب: شوفي تحت هالتنورة يا حلوي
؛ البنت وهية معصبة؛ جهنم الحمرة 
الشب : في عندي كافر ابي اعزبه ممكن تدخليه",1,yes
عريس وعروس دخلو غرفة النوم وبلشو يشلحو قالت عروس شو أيرك صغير رد عليها وقال بس ذكي قالت عروس ياريتو طويل وأهبل,1,yes
"واحد بالفندق وهوي داخل المصعد ضرب كوعو بصدر بنت بالغلط طلع فيها وقلها : اذا قلبك طري متل صدرك اكيد بتسامحيني.
قالتلو : اذا زبك قاسي متل كوعك رقم غرفتي ١٢٣",1,yes
مرة دبوس طلق مراتو عشان كان بيشك فيها,0,no
"مره كتكوت جوز امه اتحبس راح للظابط
قله طلع ديك امي",1,no
بلدياتنا نزل البحر وكان فية سحب جامد .... كسب تلاجة,0,no
اتنين حشاشين بيلعبو كورة واحد شاط و الثاني اتحرق,0,no
لية السمك بيخاف من الجنيه؟ علشان الجنيه فيه 100 قرش,0,no
مرة واحد راح السودان بالليل ملقاش حد,1,no
